,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_category
700,2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M,Data Scientist
701,2023,SE,FT,Applied Scientist,222200,USD,222200,US,0,US,L,Data Scientist
702,2023,SE,FT,Applied Scientist,136000,USD,136000,US,0,US,L,Data Scientist
703,2023,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
704,2023,MI,FT,Data Analyst,85000,USD,85000,US,0,US,M,Data Analyst
707,2023,EX,FT,Data Scientist,200000,USD,200000,US,0,US,M,Data Scientist
708,2023,EX,FT,Data Scientist,145000,USD,145000,US,0,US,M,Data Scientist
709,2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,Data Engineer
710,2023,MI,FT,Data Engineer,95000,USD,95000,US,0,US,M,Data Engineer
711,2023,SE,FT,Data Analyst,185000,USD,185000,US,100,US,M,Data Analyst
712,2023,SE,FT,Data Analyst,120250,USD,120250,US,100,US,M,Data Analyst
713,2023,MI,FT,Financial Data Analyst,130000,USD,130000,US,100,US,L,Data Analyst
714,2023,SE,FT,Data Scientist,205000,USD,205000,US,0,US,M,Data Scientist
715,2023,SE,FT,Data Scientist,140000,USD,140000,US,0,US,M,Data Scientist
716,2023,SE,FT,Data Scientist,297300,USD,297300,US,100,US,M,Data Scientist
717,2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M,Data Scientist
718,2023,SE,FT,Research Scientist,141288,USD,141288,US,0,US,M,Data Scientist
719,2023,SE,FT,Research Scientist,94192,USD,94192,US,0,US,M,Data Scientist
720,2023,SE,FT,Data Infrastructure Engineer,184000,USD,184000,US,100,US,M,Data Engineer
721,2023,SE,FT,Data Infrastructure Engineer,143000,USD,143000,US,100,US,M,Data Engineer
722,2023,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M,Data Analyst
723,2023,SE,FT,Data Analyst,55000,USD,55000,US,0,US,M,Data Analyst
724,2023,SE,FT,Analytics Engineer,275300,USD,275300,US,100,US,M,Data Engineer
725,2023,SE,FT,Analytics Engineer,183500,USD,183500,US,100,US,M,Data Engineer
726,2023,MI,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst
727,2023,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M,Data Analyst
728,2023,MI,FT,ML Engineer,160000,USD,160000,US,0,US,M,Data Engineer
729,2023,MI,FT,ML Engineer,147000,USD,147000,US,0,US,M,Data Engineer
730,2023,SE,FT,Data Architect,149040,USD,149040,US,100,US,M,Data Engineer
731,2023,SE,FT,Data Architect,113900,USD,113900,US,100,US,M,Data Engineer
733,2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M,Data Analyst
734,2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,M,Data Analyst
739,2023,MI,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M,Data Engineer
740,2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M,Data Engineer
741,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,Data Engineer
742,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Data Engineer
743,2023,SE,FT,Data Scientist,105000,USD,105000,US,0,US,M,Data Scientist
744,2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M,Data Scientist
745,2023,EX,FT,Data Engineer,210914,USD,210914,US,100,US,M,Data Engineer
746,2023,EX,FT,Data Engineer,116704,USD,116704,US,100,US,M,Data Engineer
747,2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M,Data Scientist
748,2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,M,Data Scientist
749,2023,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M,Data Engineer
750,2023,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M,Data Engineer
751,2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst
752,2023,EN,FT,Data Analyst,60000,USD,60000,US,100,US,M,Data Analyst
753,2023,MI,FT,Analytics Engineer,185700,USD,185700,US,0,US,M,Data Engineer
754,2023,MI,FT,Analytics Engineer,165000,USD,165000,US,0,US,M,Data Engineer
755,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
756,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineer
757,2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,Data Analyst
758,2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,Data Analyst
759,2023,SE,FT,Data Operations Engineer,193000,USD,193000,US,100,US,M,Data Engineer
760,2023,SE,FT,Data Operations Engineer,136850,USD,136850,US,100,US,M,Data Engineer
761,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,Data Engineer
762,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,Data Engineer
763,2023,SE,FT,Data Engineer,276000,USD,276000,US,100,US,M,Data Engineer
764,2023,SE,FT,Data Engineer,178500,USD,178500,US,100,US,M,Data Engineer
773,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,Data Engineer
774,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Data Engineer
775,2022,SE,FT,BI Developer,130000,USD,130000,US,100,US,L,Other
776,2021,MI,FT,Data Science Lead,150000,USD,150000,US,100,US,M,Data Scientist
777,2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,Data Engineer
778,2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,Data Engineer
781,2023,SE,FT,Analytics Engineer,170000,USD,170000,US,100,US,M,Data Engineer
782,2023,SE,FT,Analytics Engineer,130000,USD,130000,US,100,US,M,Data Engineer
783,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,Data Engineer
784,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,Data Engineer
785,2023,SE,FT,Data Scientist,239748,USD,239748,US,0,US,M,Data Scientist
786,2023,SE,FT,Data Scientist,159832,USD,159832,US,0,US,M,Data Scientist
787,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,Data Engineer
788,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,Data Engineer
789,2023,MI,FT,Data Scientist,128750,USD,128750,US,0,US,M,Data Scientist
790,2023,MI,FT,Data Scientist,106250,USD,106250,US,0,US,M,Data Scientist
791,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,Data Engineer
792,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Data Engineer
793,2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,Data Scientist
794,2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,Data Scientist
795,2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,Data Scientist
796,2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,Data Scientist
797,2023,EX,FT,Data Engineer,167500,USD,167500,US,0,US,M,Data Engineer
798,2023,EX,FT,Data Engineer,106500,USD,106500,US,0,US,M,Data Engineer
799,2023,SE,FT,Data Architect,188500,USD,188500,US,100,US,M,Data Engineer
800,2023,SE,FT,Data Architect,117000,USD,117000,US,100,US,M,Data Engineer
801,2023,SE,FT,Data Analyst,250000,USD,250000,US,100,US,M,Data Analyst
802,2023,SE,FT,Data Analyst,138000,USD,138000,US,100,US,M,Data Analyst
806,2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,Data Engineer
807,2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
808,2023,SE,FT,BI Analyst,160000,USD,160000,US,0,US,M,Data Analyst
809,2023,SE,FT,BI Analyst,135000,USD,135000,US,0,US,M,Data Analyst
810,2023,MI,FT,Data Science Manager,104500,USD,104500,US,0,US,M,Data Scientist
811,2023,MI,FT,Data Science Manager,70000,USD,70000,US,0,US,M,Data Scientist
812,2023,MI,FT,Data Science Consultant,90000,USD,90000,US,0,US,M,Data Scientist
813,2023,MI,FT,Data Science Consultant,70000,USD,70000,US,0,US,M,Data Scientist
814,2023,SE,FT,Data Engineer,153600,USD,153600,US,100,US,M,Data Engineer
815,2023,SE,FT,Data Engineer,106800,USD,106800,US,100,US,M,Data Engineer
816,2023,EN,FT,Data Engineer,125000,USD,125000,US,0,US,M,Data Engineer
817,2023,EN,FT,Data Engineer,90000,USD,90000,US,0,US,M,Data Engineer
818,2023,MI,FT,Research Scientist,185000,USD,185000,US,100,US,M,Data Scientist
819,2023,MI,FT,Research Scientist,125000,USD,125000,US,100,US,M,Data Scientist
820,2023,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M,Data Analyst
821,2023,SE,FT,Data Analyst,94000,USD,94000,US,100,US,M,Data Analyst
822,2023,SE,FT,Data Scientist,210550,USD,210550,US,0,US,M,Data Scientist
823,2023,SE,FT,Data Scientist,153300,USD,153300,US,0,US,M,Data Scientist
824,2023,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M,Data Scientist
825,2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,Data Scientist
826,2023,SE,FT,Data Analyst,161500,USD,161500,US,100,US,M,Data Analyst
827,2023,SE,FT,Data Analyst,119500,USD,119500,US,100,US,M,Data Analyst
828,2023,SE,FT,Data Analyst,175000,USD,175000,US,0,US,M,Data Analyst
829,2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M,Data Analyst
830,2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M,Data Scientist
831,2023,SE,FT,Data Scientist,148750,USD,148750,US,0,US,M,Data Scientist
832,2023,SE,FT,Data Analytics Specialist,105000,USD,105000,US,0,US,M,Other
833,2023,SE,FT,Data Analytics Specialist,85000,USD,85000,US,0,US,M,Other
834,2023,SE,FT,Research Scientist,215000,USD,215000,US,0,US,M,Data Scientist
835,2023,SE,FT,Research Scientist,146300,USD,146300,US,0,US,M,Data Scientist
839,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,Data Engineer
840,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,Data Engineer
841,2023,MI,FT,Data Engineer,260000,USD,260000,US,0,US,M,Data Engineer
842,2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M,Data Engineer
843,2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M,Data Scientist
844,2023,SE,FT,Data Scientist,123900,USD,123900,US,100,US,M,Data Scientist
845,2023,MI,FT,Research Scientist,340000,USD,340000,US,100,US,M,Data Scientist
846,2023,MI,FT,Research Scientist,150000,USD,150000,US,100,US,M,Data Scientist
847,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,Data Engineer
848,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,Data Engineer
849,2023,MI,FT,Data Engineer,250000,USD,250000,US,0,US,M,Data Engineer
850,2023,MI,FT,Data Engineer,175000,USD,175000,US,0,US,M,Data Engineer
852,2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,Data Analyst
853,2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,Data Analyst
854,2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,Data Analyst
855,2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,Data Analyst
857,2023,EN,FT,Data Analyst,100000,USD,100000,UZ,100,US,L,Data Analyst
858,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,Data Engineer
859,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,Data Engineer
860,2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,Data Engineer
861,2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,Data Engineer
862,2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,Data Analyst
863,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Data Analyst
864,2023,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M,Data Analyst
865,2023,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M,Data Analyst
866,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,Data Scientist
867,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,Data Scientist
868,2023,MI,FT,Data Engineer,146000,USD,146000,US,0,US,M,Data Engineer
869,2023,MI,FT,Data Engineer,75000,USD,75000,US,0,US,M,Data Engineer
870,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,Data Engineer
871,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,Data Engineer
872,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,Data Engineer
873,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Data Engineer
874,2023,MI,FT,Data Engineer,149600,USD,149600,US,0,US,M,Data Engineer
875,2023,MI,FT,Data Engineer,102000,USD,102000,US,0,US,M,Data Engineer
878,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,Data Engineer
879,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Data Engineer
880,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Data Analyst
881,2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,Data Analyst
882,2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,Data Analyst
883,2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,Data Analyst
884,2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M,Data Scientist
885,2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,M,Data Scientist
886,2023,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,Data Engineer
887,2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,Data Engineer
888,2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,Data Scientist
889,2023,MI,FT,Data Scientist,97750,USD,97750,US,100,US,M,Data Scientist
890,2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M,Data Scientist
891,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,Data Scientist
892,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,Data Engineer
893,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Data Engineer
894,2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,Data Analyst
895,2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst
896,2023,MI,FT,Data Scientist,116990,USD,116990,US,100,US,M,Data Scientist
897,2023,MI,FT,Data Scientist,82920,USD,82920,US,100,US,M,Data Scientist
898,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,Data Scientist
899,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,Data Scientist
900,2023,MI,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,S,Data Scientist
901,2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,S,Data Scientist
902,2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M,Data Scientist
903,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,Data Scientist
904,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Data Engineer
905,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Data Engineer
906,2023,SE,FT,Data Manager,155000,USD,155000,US,0,US,M,Data Scientist
907,2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,Data Scientist
908,2023,MI,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,Data Engineer
909,2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,Data Engineer
910,2023,SE,FT,Data Engineer,121500,USD,121500,US,100,US,M,Data Engineer
911,2023,SE,FT,Data Engineer,78000,USD,78000,US,100,US,M,Data Engineer
912,2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M,Data Engineer
913,2023,MI,FT,Data Engineer,116000,USD,116000,US,0,US,M,Data Engineer
914,2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,Data Scientist
915,2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M,Data Scientist
918,2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M,Data Analyst
919,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Data Analyst
920,2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M,Data Scientist
921,2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,M,Data Scientist
922,2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,Data Engineer
923,2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,Data Engineer
924,2023,SE,FT,Data Engineer,154000,USD,154000,US,0,US,M,Data Engineer
925,2023,SE,FT,Data Engineer,116000,USD,116000,US,0,US,M,Data Engineer
926,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
927,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineer
928,2023,MI,FT,Data Engineer,200000,USD,200000,US,0,US,M,Data Engineer
929,2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
930,2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,Data Scientist
931,2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Data Scientist
934,2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,Data Engineer
935,2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,Data Engineer
936,2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,Data Analyst
937,2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,Data Analyst
938,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,Data Scientist
939,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M,Data Scientist
940,2023,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M,Data Engineer
941,2023,SE,FT,Analytics Engineer,120000,USD,120000,US,0,US,M,Data Engineer
942,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,Data Engineer
943,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,Data Engineer
944,2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M,Data Analyst
945,2023,SE,FT,Data Analyst,90000,USD,90000,US,100,US,M,Data Analyst
946,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Data Engineer
947,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Data Engineer
948,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Data Analyst
949,2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,Data Analyst
950,2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M,Data Engineer
951,2023,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M,Data Engineer
952,2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,Data Engineer
953,2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,Data Engineer
954,2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,Data Scientist
955,2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,Data Scientist
956,2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,M,Data Scientist
957,2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,Data Scientist
958,2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M,Data Scientist
959,2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M,Data Scientist
960,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Data Engineer
961,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Data Engineer
962,2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,Data Scientist
963,2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M,Data Scientist
966,2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Data Scientist
967,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,Data Scientist
969,2023,MI,FT,Research Scientist,185000,USD,185000,US,0,US,M,Data Scientist
970,2023,MI,FT,Research Scientist,125000,USD,125000,US,0,US,M,Data Scientist
971,2022,EN,PT,Data Analyst,34320,USD,34320,US,100,US,S,Data Analyst
975,2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M,Data Analyst
976,2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M,Data Analyst
977,2023,SE,FT,Data Analyst,122000,USD,122000,US,100,US,M,Data Analyst
978,2023,SE,FT,Data Analyst,93800,USD,93800,US,100,US,M,Data Analyst
981,2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,Data Analyst
982,2023,SE,FT,Data Analyst,112000,USD,112000,US,100,US,M,Data Analyst
983,2023,EN,FT,Computer Vision Engineer,220000,USD,220000,US,0,US,M,Data Engineer
986,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Data Engineer
987,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Data Engineer
989,2023,MI,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M,Data Engineer
990,2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M,Data Engineer
991,2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,Data Engineer
992,2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,Data Engineer
993,2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,Data Analyst
994,2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,Data Analyst
995,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Data Engineer
996,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Data Engineer
999,2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M,Data Analyst
1000,2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,M,Data Analyst
1001,2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,Data Scientist
1002,2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,Data Scientist
1003,2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,Data Analyst
1004,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Data Analyst
1005,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,Data Engineer
1006,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,Data Engineer
1007,2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,Data Engineer
1008,2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,Data Engineer
1009,2023,SE,FT,Data Analyst,152380,USD,152380,US,0,US,M,Data Analyst
1010,2023,SE,FT,Data Analyst,121904,USD,121904,US,0,US,M,Data Analyst
1011,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,Data Scientist
1012,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,Data Scientist
1013,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,Data Engineer
1014,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,Data Engineer
1015,2023,SE,FT,Data Architect,168400,USD,168400,US,0,US,M,Data Engineer
1016,2023,SE,FT,Data Architect,105200,USD,105200,US,0,US,M,Data Engineer
1017,2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,0,US,M,Data Engineer
1018,2023,SE,FT,Machine Learning Engineer,106900,USD,106900,US,0,US,M,Data Engineer
1019,2022,SE,FT,Lead Data Scientist,192000,USD,192000,US,100,US,L,Data Scientist
1020,2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,Data Engineer
1021,2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,Data Engineer
1026,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,Data Engineer
1027,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Data Engineer
1028,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,Data Engineer
1029,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,Data Engineer
1030,2023,SE,FT,Data Analyst,170500,USD,170500,US,100,US,M,Data Analyst
1031,2023,SE,FT,Data Analyst,85000,USD,85000,US,100,US,M,Data Analyst
1036,2023,SE,FT,Data Engineer,80000,USD,80000,US,0,US,M,Data Engineer
1037,2023,SE,FT,Data Engineer,65000,USD,65000,US,0,US,M,Data Engineer
1038,2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M,Data Engineer
1039,2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,M,Data Engineer
1040,2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,0,US,M,Data Analyst
1041,2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,0,US,M,Data Analyst
1042,2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,Data Engineer
1043,2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,Data Engineer
1044,2023,SE,FT,Data Analyst,179975,USD,179975,US,100,US,M,Data Analyst
1045,2023,SE,FT,Data Analyst,86466,USD,86466,US,100,US,M,Data Analyst
1046,2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Data Engineer
1047,2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,Data Engineer
1050,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,Data Scientist
1051,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,Data Scientist
1052,2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,Data Analyst
1053,2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,Data Analyst
1054,2023,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M,Data Scientist
1055,2023,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M,Data Scientist
1056,2023,SE,FT,Data Analyst,230000,USD,230000,US,0,US,M,Data Analyst
1057,2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M,Data Analyst
1058,2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,Data Analyst
1059,2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,Data Analyst
1060,2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,Data Scientist
1061,2023,SE,FT,Data Manager,120000,USD,120000,US,0,US,M,Data Scientist
1062,2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,Data Engineer
1063,2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,Data Engineer
1064,2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,Data Analyst
1065,2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,Data Analyst
1066,2023,SE,FT,Data Engineer,265000,USD,265000,US,0,US,M,Data Engineer
1067,2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,Data Engineer
1068,2023,MI,FT,Applied Machine Learning Engineer,130000,USD,130000,US,0,US,M,Data Engineer
1069,2022,EN,FT,Data Scientist,168000,USD,168000,US,100,US,M,Data Scientist
1071,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Data Analyst
1072,2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,Data Analyst
1073,2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M,Data Scientist
1074,2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M,Data Scientist
1075,2023,SE,FT,Data Engineer,167580,USD,167580,US,0,US,M,Data Engineer
1076,2023,SE,FT,Data Engineer,87980,USD,87980,US,0,US,M,Data Engineer
1077,2023,SE,FT,Data Engineer,202000,USD,202000,US,100,US,M,Data Engineer
1078,2023,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Data Engineer
